States/UTs,District,Year,Crime,Rate
Andhra Pradesh,Anantapur,2014,Murder,134
Andhra Pradesh,Chittoor,2014,Murder,84
Andhra Pradesh,Cuddapah,2014,Murder,80
Andhra Pradesh,East Godavari,2014,Murder,64
Andhra Pradesh,Guntakal Railway,2014,Murder,14
Andhra Pradesh,Guntur,2014,Murder,105
Andhra Pradesh,Guntur,2014,Murder,51
Andhra Pradesh,Krishna,2014,Murder,51
Andhra Pradesh,Kurnool,2014,Murder,118
Andhra Pradesh,Nellore,2014,Murder,78
Andhra Pradesh,Prakasam,2014,Murder,75
Andhra Pradesh,Rajahmundry,2014,Murder,18
Andhra Pradesh,Srikakulam,2014,Murder,30
Andhra Pradesh,Tirupathi Urban,2014,Murder,35
Andhra Pradesh,Vijayawada City,2014,Murder,23
Andhra Pradesh,Vijayawada Railway,2014,Murder,1
Andhra Pradesh,Visakha Rural,2014,Murder,43
Andhra Pradesh,Visakhapatnam,2014,Murder,38
Andhra Pradesh,Vizianagaram,2014,Murder,43
Andhra Pradesh,West Godavari,2014,Murder,90
Arunachal Pradesh,Anjaw,2014,Murder,0
Arunachal Pradesh,Changlang,2014,Murder,9
Arunachal Pradesh,Crime Branch,2014,Murder,0
Arunachal Pradesh,Dibang Valley,2014,Murder,0
Arunachal Pradesh,East Kameng,2014,Murder,4
Arunachal Pradesh,West Kameng,2014,Murder,7
Arunachal Pradesh,Kurung Kumey,2014,Murder,4
Arunachal Pradesh,Lohit,2014,Murder,10
Arunachal Pradesh,Longding,2014,Murder,4
Arunachal Pradesh,Lower Dibang Valley,2014,Murder,2
Arunachal Pradesh,Papum Pare,2014,Murder,13
Arunachal Pradesh,Papum Pare,2014,Murder,7
Arunachal Pradesh,East Siang ,2014,Murder,5
Arunachal Pradesh,Upper Siang,2014,Murder,1
Arunachal Pradesh,West Siang,2014,Murder,10
Arunachal Pradesh,Lower Subansiri,2014,Murder,4
Arunachal Pradesh,Upper Subansiri,2014,Murder,3
Arunachal Pradesh,Tawang,2014,Murder,1
Arunachal Pradesh,Tirap,2014,Murder,2
Assam,Barpeta,2014,Murder,46
Assam,Baksa,2014,Murder,31
Assam,Bongaigaon,2014,Murder,17
Assam,Cachar,2014,Murder,58
Assam,Chirang,2014,Murder,37
Assam,Darrang,2014,Murder,33
Assam,Dhemaji,2014,Murder,18
Assam,Dhubri,2014,Murder,58
Assam,Dibrugarh,2014,Murder,77
Assam,G. R. P.,2014,Murder,9
Assam,Goalpara,2014,Murder,44
Assam,Golaghat,2014,Murder,88
Assam,Guwahati City,2014,Murder,84
Assam,Hailakandi,2014,Murder,24
Assam,Jorhat,2014,Murder,30
Assam,Kamrup,2014,Murder,65
Assam,Karbi Anglong,2014,Murder,38
Assam,Karimganj,2014,Murder,33
Assam,Kokrajhar,2014,Murder,60
Assam,Lakhimpur,2014,Murder,40
Assam,Morigaon,2014,Murder,28
Assam,N. C. Hills,2014,Murder,76
Assam,Nagaon,2014,Murder,104
Assam,Nalbari,2014,Murder,27
Assam,Sivasagar,2014,Murder,80
Assam,Sonitpur,2014,Murder,110
Assam,Tinsukia,2014,Murder,90
Assam,Udalguri,2014,Murder,46
Bihar,Araria,2014,Murder,53
Bihar,Arwal,2014,Murder,25
Bihar,Aurangabad,2014,Murder,74
Bihar,Bagaha,2014,Murder,21
Bihar,Banka,2014,Murder,59
Bihar,Begusarai,2014,Murder,121
Bihar,Bettiah,2014,Murder,75
Bihar,Bhabhua,2014,Murder,56
Bihar,Bhagalpur,2014,Murder,102
Bihar,Bhojpur,2014,Murder,116
Bihar,Buxar,2014,Murder,56
Bihar,Darbhanga,2014,Murder,71
Bihar,Gaya,2014,Murder,145
Bihar,Gopalganj,2014,Murder,87
Bihar,Jamalpur Railway,2014,Murder,9
Bihar,Jamui,2014,Murder,61
Bihar,Jehanabad,2014,Murder,38
Bihar,Katihar,2014,Murder,70
Bihar,Katihar,2014,Murder,10
Bihar,Khagaria,2014,Murder,52
Bihar,Kishanganj,2014,Murder,46
Bihar,Lakhisarai,2014,Murder,46
Bihar,Madhepura,2014,Murder,44
Bihar,Madhubani,2014,Murder,74
Bihar,Motihari,2014,Murder,146
Bihar,Munger,2014,Murder,46
Bihar,Muzaffarpur,2014,Murder,185
Bihar,Muzaffarpur,2014,Murder,18
Bihar,Nalanda,2014,Murder,107
Bihar,Naugachia,2014,Murder,37
Bihar,Nawada,2014,Murder,84
Bihar,Patna,2014,Murder,317
Bihar,Patna,2014,Murder,23
Bihar,Purnia,2014,Murder,75
Bihar,Rohtas,2014,Murder,115
Bihar,Saharsa,2014,Murder,41
Bihar,Samastipur,2014,Murder,122
Bihar,Saran,2014,Murder,144
Bihar,Sheikhpura,2014,Murder,26
Bihar,Sheohar,2014,Murder,13
Bihar,Sitamarhi,2014,Murder,91
Bihar,Siwan,2014,Murder,103
Bihar,Supaul,2014,Murder,64
Bihar,Vaishali,2014,Murder,135
Bihar,Economic Offences Unit,2014,Murder,0
Bihar,Anti Terrorist Squad,2014,Murder,0
Chhattisgarh,Balod,2014,Murder,17
Chhattisgarh,Baloda Bazar,2014,Murder,33
Chhattisgarh,Balrampur,2014,Murder,55
Chhattisgarh,Bemetara,2014,Murder,21
Chhattisgarh,Bilaspur,2014,Murder,72
Chhattisgarh,Bijapur,2014,Murder,38
Chhattisgarh,Dantewada,2014,Murder,22
Chhattisgarh,Dhamtari,2014,Murder,20
Chhattisgarh,Durg,2014,Murder,50
Chhattisgarh,Gariaband,2014,Murder,15
Chhattisgarh,G. R. P. Raipur,2014,Murder,2
Chhattisgarh,Jagdalpur,2014,Murder,45
Chhattisgarh,Janjgir-Champa,2014,Murder,48
Chhattisgarh,Jashpur,2014,Murder,55
Chhattisgarh,Kabeerdham,2014,Murder,25
Chhattisgarh,Uttar Bastar Kanker,2014,Murder,47
Chhattisgarh,Kondagaon,2014,Murder,33
Chhattisgarh,Korba,2014,Murder,37
Chhattisgarh,Koriya,2014,Murder,40
Chhattisgarh,Mahasamund,2014,Murder,22
Chhattisgarh,Mungeli,2014,Murder,21
Chhattisgarh,Narayanpur,2014,Murder,5
Chhattisgarh,Raigarh,2014,Murder,74
Chhattisgarh,Raipur,2014,Murder,49
Chhattisgarh,Rajnandgaon,2014,Murder,33
Chhattisgarh,Surguja,2014,Murder,61
Chhattisgarh,Sukma,2014,Murder,20
Chhattisgarh,Surajpur,2014,Murder,38
Goa,North Goa,2014,Murder,20
Goa,South Goa,2014,Murder,14
Goa,C. I. D.,2014,Murder,0
Gujarat,Ahmadabad,2014,Murder,82
Gujarat,Ahmadabad,2014,Murder,27
Gujarat,Amreli,2014,Murder,26
Gujarat,Anand,2014,Murder,37
Gujarat,Arvalli,2014,Murder,28
Gujarat,Banas Kantha,2014,Murder,51
Gujarat,Bharuch,2014,Murder,47
Gujarat,Bhavnagar,2014,Murder,39
Gujarat,Botad,2014,Murder,13
Gujarat,Chhota Udaipur,2014,Murder,22
Gujarat,C. I. D. Crime,2014,Murder,2
Gujarat,Dahod,2014,Murder,45
Gujarat,Dang,2014,Murder,10
Gujarat,Devbhumi Dwarka,2014,Murder,9
Gujarat,Gandhinagar,2014,Murder,20
Gujarat,Gir Somnath,2014,Murder,17
Gujarat,Jamnagar,2014,Murder,23
Gujarat,Junagadh,2014,Murder,13
Gujarat,Kachchh,2014,Murder,35
Gujarat,Kachchh,2014,Murder,16
Gujarat,Kheda,2014,Murder,22
Gujarat,Mahisagar,2014,Murder,18
Gujarat,Mahesana,2014,Murder,24
Gujarat,Morbi,2014,Murder,31
Gujarat,Narmada,2014,Murder,12
Gujarat,Navsari,2014,Murder,19
Gujarat,Panch Mahals,2014,Murder,34
Gujarat,Patan,2014,Murder,17
Gujarat,Porbandar,2014,Murder,8
Gujarat,Rajkot,2014,Murder,43
Gujarat,Rajkot,2014,Murder,24
Gujarat,Sabar Kantha,2014,Murder,22
Gujarat,Surat,2014,Murder,85
Gujarat,Surat,2014,Murder,52
Gujarat,Surendranagar,2014,Murder,34
Gujarat,Tapi,2014,Murder,13
Gujarat,Vadodara,2014,Murder,23
Gujarat,Vadodara,2014,Murder,24
Gujarat,Valsad,2014,Murder,43
Gujarat,Ahmadabad,2014,Murder,9
Gujarat,Vadodara,2014,Murder,5
Haryana,Ambala,2014,Murder,15
Haryana,Ambala,2014,Murder,25
Haryana,Bhiwani,2014,Murder,62
Haryana,Faridabad,2014,Murder,64
Haryana,Fatehabad,2014,Murder,20
Haryana,G. R. P.,2014,Murder,26
Haryana,Gurgaon,2014,Murder,96
Haryana,Hisar,2014,Murder,66
Haryana,Jhajjar,2014,Murder,69
Haryana,Jind,2014,Murder,49
Haryana,Kaithal,2014,Murder,47
Haryana,Karnal,2014,Murder,53
Haryana,Kurukshetra,2014,Murder,30
Haryana,Mahendragarh,2014,Murder,38
Haryana,Mewat,2014,Murder,33
Haryana,Palwal,2014,Murder,52
Haryana,Panchkula,2014,Murder,14
Haryana,Panipat,2014,Murder,53
Haryana,Rewari,2014,Murder,27
Haryana,Rohtak,2014,Murder,76
Haryana,Sirsa,2014,Murder,36
Haryana,Sonipat,2014,Murder,110
Haryana,Yamunanagar,2014,Murder,45
Haryana,Irrigation & Power,2014,Murder,0
Himachal Pradesh,Baddi,2014,Murder,13
Himachal Pradesh,Bilaspur,2014,Murder,4
Himachal Pradesh,Chamba,2014,Murder,8
Himachal Pradesh,C. I. D.,2014,Murder,0
Himachal Pradesh,G. R. P.,2014,Murder,1
Himachal Pradesh,Hamirpur,2014,Murder,12
Himachal Pradesh,Kangra,2014,Murder,26
Himachal Pradesh,Kinnaur,2014,Murder,2
Himachal Pradesh,Kullu,2014,Murder,9
Himachal Pradesh,Lahul & Spiti,2014,Murder,2
Himachal Pradesh,Mandi,2014,Murder,15
Himachal Pradesh,Shimla,2014,Murder,18
Himachal Pradesh,Sirmaur,2014,Murder,6
Himachal Pradesh,Solan,2014,Murder,5
Himachal Pradesh,Una,2014,Murder,9
Jammu & Kashmir,Anantnag,2014,Murder,9
Jammu & Kashmir,Awantipora,2014,Murder,9
Jammu & Kashmir,Bandipore,2014,Murder,2
Jammu & Kashmir,Baramulla,2014,Murder,2
Jammu & Kashmir,Badgam,2014,Murder,11
Jammu & Kashmir,Crime Jammu,2014,Murder,0
Jammu & Kashmir,Crime Srinagar,2014,Murder,1
Jammu & Kashmir,Doda,2014,Murder,3
Jammu & Kashmir,Ganderbal,2014,Murder,2
Jammu & Kashmir,Handwara,2014,Murder,3
Jammu & Kashmir,Jammu,2014,Murder,21
Jammu & Kashmir,Kargil,2014,Murder,1
Jammu & Kashmir,Kathua,2014,Murder,13
Jammu & Kashmir,Kishtwar,2014,Murder,0
Jammu & Kashmir,Kulgam,2014,Murder,4
Jammu & Kashmir,Kupwara,2014,Murder,7
Jammu & Kashmir,Leh (Ladakh),2014,Murder,1
Jammu & Kashmir,Poonch,2014,Murder,8
Jammu & Kashmir,Pulwama,2014,Murder,5
Jammu & Kashmir,Railways Jammu,2014,Murder,1
Jammu & Kashmir,Railways Kashmir,2014,Murder,0
Jammu & Kashmir,Railways Katra,2014,Murder,0
Jammu & Kashmir,Rajouri,2014,Murder,18
Jammu & Kashmir,Ramban,2014,Murder,3
Jammu & Kashmir,Reasi,2014,Murder,1
Jammu & Kashmir,Samba,2014,Murder,4
Jammu & Kashmir,Shupiyan,2014,Murder,5
Jammu & Kashmir,Sopore,2014,Murder,9
Jammu & Kashmir,Srinagar,2014,Murder,5
Jammu & Kashmir,Udhampur,2014,Murder,8
Jharkhand,Bokaro,2014,Murder,43
Jharkhand,Chaibasa,2014,Murder,120
Jharkhand,Chatra,2014,Murder,59
Jharkhand,Deoghar,2014,Murder,43
Jharkhand,Dhanbad,2014,Murder,79
Jharkhand,Dhanbad Railway,2014,Murder,13
Jharkhand,Dumka,2014,Murder,59
Jharkhand,Garhwa,2014,Murder,67
Jharkhand,Giridih,2014,Murder,72
Jharkhand,Godda,2014,Murder,50
Jharkhand,Gumla,2014,Murder,187
Jharkhand,Hazaribagh,2014,Murder,60
Jharkhand,Jamshedpur,2014,Murder,100
Jharkhand,Jamshedpur Railway,2014,Murder,11
Jharkhand,Jamtara,2014,Murder,18
Jharkhand,Khunti,2014,Murder,84
Jharkhand,Kodarma,2014,Murder,25
Jharkhand,Latehar,2014,Murder,41
Jharkhand,Lohardaga,2014,Murder,40
Jharkhand,Pakur,2014,Murder,30
Jharkhand,Palamu,2014,Murder,77
Jharkhand,Ramgarh,2014,Murder,40
Jharkhand,Ranchi,2014,Murder,133
Jharkhand,Sahibganj,2014,Murder,72
Jharkhand,Saraikela-kharsawan,2014,Murder,58
Jharkhand,Simdega,2014,Murder,77
Karnataka,Bagalkot,2014,Murder,39
Karnataka,Bangalore,2014,Murder,241
Karnataka,Bangalore Rural,2014,Murder,78
Karnataka,Belagavi District,2014,Murder,75
Karnataka,Bellary,2014,Murder,58
Karnataka,Bidar,2014,Murder,44
Karnataka,"Bijapur	",2014,Murder,64
Karnataka,Chikballapura,2014,Murder,32
Karnataka,Chamrajnagar,2014,Murder,28
Karnataka,Chikmagalur,2014,Murder,39
Karnataka,Chitradurga,2014,Murder,47
Karnataka,Dakshina Kannada,2014,Murder,26
Karnataka,Davanagere,2014,Murder,45
Karnataka,Dharwad,2014,Murder,24
Karnataka,Gadag,2014,Murder,12
Karnataka,Kalaburgi,2014,Murder,75
Karnataka,Hassan,2014,Murder,64
Karnataka,Haveri,2014,Murder,28
Karnataka,Hubballi Dharwad City,2014,Murder,20
Karnataka,K.G.F.,2014,Murder,13
Karnataka,Kodagu,2014,Murder,33
Karnataka,Kolar,2014,Murder,35
Karnataka,Koppal,2014,Murder,26
Karnataka,Mandya,2014,Murder,41
Karnataka,Mangaluru City,2014,Murder,30
Karnataka,Mysore,2014,Murder,24
Karnataka,Mysore,2014,Murder,52
Karnataka,Raichur,2014,Murder,53
Karnataka,K.Railways,2014,Murder,13
Karnataka,Ramanagara,2014,Murder,73
Karnataka,Shimoga,2014,Murder,50
Karnataka,Tumkur,2014,Murder,55
Karnataka,Udupi,2014,Murder,22
Karnataka,Uttara Kannada,2014,Murder,21
Karnataka,Yadgir,2014,Murder,31
Karnataka,Belagavi City,2014,Murder,25
Kerala,Alappuzha,2014,Murder,19
Kerala,Ernakulam,2014,Murder,13
Kerala,Ernakulam,2014,Murder,19
Kerala,Idukki,2014,Murder,20
Kerala,Kannur,2014,Murder,22
Kerala,Kasaragod,2014,Murder,16
Kerala,Kollam,2014,Murder,10
Kerala,Kollam Rural,2014,Murder,28
Kerala,Kottayam,2014,Murder,17
Kerala,Kozhikode,2014,Murder,8
Kerala,Kozhikode,2014,Murder,9
Kerala,Malappuram,2014,Murder,19
Kerala,Palakkad,2014,Murder,23
Kerala,Pathanamthitta,2014,Murder,11
Kerala,Railways,2014,Murder,3
Kerala,Thrissur,2014,Murder,17
Kerala,Thrissur,2014,Murder,24
Kerala,Thiruvananthapuram,2014,Murder,13
Kerala,Thiruvananthapuram,2014,Murder,45
Kerala,Wayanad,2014,Murder,9
Kerala,Crime Branch,2014,Murder,22
Madhya Pradesh,Agar Malwa,2014,Murder,5
Madhya Pradesh,Alirajpur,2014,Murder,46
Madhya Pradesh,Anuppur,2014,Murder,35
Madhya Pradesh,Ashoknagar,2014,Murder,29
Madhya Pradesh,Balaghat,2014,Murder,60
Madhya Pradesh,Barwani,2014,Murder,44
Madhya Pradesh,Betul,2014,Murder,63
Madhya Pradesh,Bhind,2014,Murder,62
Madhya Pradesh,Bhopal,2014,Murder,83
Madhya Pradesh,Bhopal Railway,2014,Murder,4
Madhya Pradesh,Burhanpur,2014,Murder,20
Madhya Pradesh,Chhatarpur,2014,Murder,44
Madhya Pradesh,Chhindwara,2014,Murder,73
Madhya Pradesh,Damoh,2014,Murder,33
Madhya Pradesh,Datia,2014,Murder,42
Madhya Pradesh,Dewas,2014,Murder,64
Madhya Pradesh,Dhar,2014,Murder,51
Madhya Pradesh,Dindori,2014,Murder,24
Madhya Pradesh,Guna,2014,Murder,46
Madhya Pradesh,Gwalior,2014,Murder,78
Madhya Pradesh,Harda,2014,Murder,12
Madhya Pradesh,Hoshangabad,2014,Murder,59
Madhya Pradesh,Indore,2014,Murder,115
Madhya Pradesh,Indore Railway,2014,Murder,1
Madhya Pradesh,Jabalpur,2014,Murder,92
Madhya Pradesh,Jabalpur Railway,2014,Murder,3
Madhya Pradesh,Jhabua,2014,Murder,33
Madhya Pradesh,Katni,2014,Murder,35
Madhya Pradesh,Khandwa,2014,Murder,31
Madhya Pradesh,Khargone,2014,Murder,42
Madhya Pradesh,Mandla,2014,Murder,36
Madhya Pradesh,Mandsaur,2014,Murder,30
Madhya Pradesh,Morena,2014,Murder,43
Madhya Pradesh,Narsimhapur,2014,Murder,40
Madhya Pradesh,Neemuch,2014,Murder,8
Madhya Pradesh,Panna,2014,Murder,29
Madhya Pradesh,Raisen,2014,Murder,46
Madhya Pradesh,Rajgarh,2014,Murder,28
Madhya Pradesh,Ratlam,2014,Murder,36
Madhya Pradesh,Rewa,2014,Murder,73
Madhya Pradesh,Sagar,2014,Murder,75
Madhya Pradesh,Satna,2014,Murder,69
Madhya Pradesh,Seoni,2014,Murder,29
Madhya Pradesh,Shahdol,2014,Murder,36
Madhya Pradesh,Shajapur,2014,Murder,20
Madhya Pradesh,Sheopur,2014,Murder,18
Madhya Pradesh,Shivpuri,2014,Murder,55
Madhya Pradesh,Sidhi,2014,Murder,31
Madhya Pradesh,Sehore,2014,Murder,33
Madhya Pradesh,Singrauli,2014,Murder,42
Madhya Pradesh,Tikamgarh,2014,Murder,36
Madhya Pradesh,Ujjain,2014,Murder,67
Madhya Pradesh,Umaria,2014,Murder,17
Madhya Pradesh,Vidisha,2014,Murder,48
Madhya Pradesh,Cyber Cell,2014,Murder,0
Maharashtra,Ahmadnagar,2014,Murder,109
Maharashtra,Akola,2014,Murder,52
Maharashtra,Amravati,2014,Murder,27
Maharashtra,Amravati,2014,Murder,51
Maharashtra,Aurangabad,2014,Murder,35
Maharashtra,Aurangabad,2014,Murder,49
Maharashtra,Bid,2014,Murder,75
Maharashtra,Bhandara,2014,Murder,20
Maharashtra,Buldana,2014,Murder,59
Maharashtra,Chandrapur,2014,Murder,51
Maharashtra,Dhule,2014,Murder,38
Maharashtra,Garhchiroli,2014,Murder,54
Maharashtra,Gondiya,2014,Murder,33
Maharashtra,Hingoli,2014,Murder,27
Maharashtra,Jalgaon,2014,Murder,80
Maharashtra,Jalna,2014,Murder,64
Maharashtra,Kolhapur,2014,Murder,64
Maharashtra,Latur,2014,Murder,74
Maharashtra,Mumbai City,2014,Murder,183
Maharashtra,Mumbai City,2014,Murder,17
Maharashtra,Nagpur,2014,Murder,103
Maharashtra,Nagpur ,2014,Murder,2
Maharashtra,Nagpur,2014,Murder,69
Maharashtra,Nanded,2014,Murder,73
Maharashtra,Nandurbar,2014,Murder,36
Maharashtra,Nashik,2014,Murder,26
Maharashtra,Nashik,2014,Murder,98
Maharashtra,Mumbai Suburban,2014,Murder,51
Maharashtra,Osmanabad,2014,Murder,39
Maharashtra,Palghar,2014,Murder,85
Maharashtra,Parbhani,2014,Murder,44
Maharashtra,Pune,2014,Murder,138
Maharashtra,Pune,2014,Murder,8
Maharashtra,Pune,2014,Murder,153
Maharashtra,Raigarh,2014,Murder,31
Maharashtra,Ratnagiri,2014,Murder,11
Maharashtra,Sangli,2014,Murder,50
Maharashtra,Satara,2014,Murder,67
Maharashtra,Sindhudurg,2014,Murder,7
Maharashtra,Solapur,2014,Murder,21
Maharashtra,Solapur,2014,Murder,87
Maharashtra,Thane,2014,Murder,117
Maharashtra,Thane,2014,Murder,51
Maharashtra,Wardha,2014,Murder,35
Maharashtra,Washim,2014,Murder,31
Maharashtra,Yavatmal,2014,Murder,75
Manipur,Bishnupur,2014,Murder,12
Manipur,Chandel,2014,Murder,4
Manipur,Churachandpur,2014,Murder,13
Manipur,C. I. D.,2014,Murder,0
Manipur,Imphal East,2014,Murder,13
Manipur,Imphal West,2014,Murder,20
Manipur,Senapati,2014,Murder,5
Manipur,Tamenglong,2014,Murder,4
Manipur,Thoubal,2014,Murder,15
Manipur,Ukhrul,2014,Murder,10
Meghalaya,East Garo Hills,2014,Murder,7
Meghalaya,North Garo Hills,2014,Murder,14
Meghalaya,South Garo Hills,2014,Murder,19
Meghalaya,South West Garo Hills,2014,Murder,5
Meghalaya,West Garo Hills,2014,Murder,28
Meghalaya,Jaintia Hills,2014,Murder,18
Meghalaya,Jaintia Hills,2014,Murder,19
Meghalaya,East Khasi Hills,2014,Murder,24
Meghalaya,Khasi Hills South West,2014,Murder,4
Meghalaya,West Khasi Hills,2014,Murder,11
Meghalaya,Ri Bhoi,2014,Murder,10
Mizoram,Aizawl,2014,Murder,11
Mizoram,Champhai,2014,Murder,9
Mizoram,Kolasib,2014,Murder,1
Mizoram,Lawngtlai,2014,Murder,6
Mizoram,Lunglei,2014,Murder,8
Mizoram,Mamit,2014,Murder,1
Mizoram,Saiha,2014,Murder,4
Mizoram,Serchhip,2014,Murder,2
Mizoram,Spl Traffic,2014,Murder,0
Nagaland,Dimapur,2014,Murder,22
Nagaland,Kiphire,2014,Murder,1
Nagaland,Kohima,2014,Murder,3
Nagaland,Longleng,2014,Murder,0
Nagaland,Mokokchung,2014,Murder,5
Nagaland,Mon,2014,Murder,6
Nagaland,Peren,2014,Murder,1
Nagaland,Phek,2014,Murder,9
Nagaland,Tuensang,2014,Murder,0
Nagaland,Wokha,2014,Murder,10
Nagaland,Zunheboto,2014,Murder,1
Odisha,Angul,2014,Murder,58
Odisha,Baleshwar,2014,Murder,65
Odisha,Baragarh,2014,Murder,27
Odisha,Berhampur,2014,Murder,31
Odisha,Bhadrak,2014,Murder,39
Odisha,Balangir,2014,Murder,26
Odisha,Bauda,2014,Murder,22
Odisha,Cuttack,2014,Murder,40
Odisha,DCP BBSR,2014,Murder,42
Odisha,DCP CTC,2014,Murder,36
Odisha,Debagarh,2014,Murder,12
Odisha,Dhenkanal,2014,Murder,52
Odisha,Gajapati,2014,Murder,17
Odisha,Ganjam,2014,Murder,75
Odisha,Jagatsinghapur,2014,Murder,43
Odisha,Jajapur,2014,Murder,76
Odisha,Jharsuguda,2014,Murder,33
Odisha,Kalahandi,2014,Murder,38
Odisha,Kandhamal,2014,Murder,28
Odisha,Kendrapara,2014,Murder,34
Odisha,"Kendujhar	",2014,Murder,75
Odisha,Khordha,2014,Murder,40
Odisha,Koraput,2014,Murder,71
Odisha,Malkangiri,2014,Murder,33
Odisha,Mayurbhanj,2014,Murder,110
Odisha,Nayagarh,2014,Murder,33
Odisha,Nabarangapur,2014,Murder,23
Odisha,Nuapada,2014,Murder,14
Odisha,Puri,2014,Murder,54
Odisha,Rayagada,2014,Murder,29
Odisha,Rourkela,2014,Murder,55
Odisha,Sambalpur,2014,Murder,48
Odisha,Sonepur,2014,Murder,16
Odisha,SRP (Cuttack),2014,Murder,0
Odisha,SRP (Rourkela),2014,Murder,4
Odisha,Sundargarh,2014,Murder,51
Punjab,Amritsar,2014,Murder,47
Punjab,Barnala,2014,Murder,15
Punjab,Batala,2014,Murder,22
Punjab,Bathinda,2014,Murder,55
Punjab,CP Amritsar,2014,Murder,29
Punjab,CP Jalandhar,2014,Murder,16
Punjab,CP Ludhiana,2014,Murder,73
Punjab,Faridkot,2014,Murder,23
Punjab,Fatehgarh Sahib,2014,Murder,16
Punjab,Fazilka,2014,Murder,24
Punjab,Firozpur,2014,Murder,27
Punjab,G. R. P.,2014,Murder,11
Punjab,Gurdaspur,2014,Murder,13
Punjab,Hoshiarpur,2014,Murder,32
Punjab,Jalandhar,2014,Murder,27
Punjab,Kapurthala,2014,Murder,21
Punjab,Khanna,2014,Murder,20
Punjab,Ludhiana,2014,Murder,16
Punjab,Mansa,2014,Murder,32
Punjab,Moga,2014,Murder,25
Punjab,Muktsar,2014,Murder,29
Punjab,Pathankot,2014,Murder,9
Punjab,Patiala,2014,Murder,45
Punjab,Ropar,2014,Murder,22
Punjab,Sangrur,2014,Murder,42
Punjab,Sahibzada Ajit Singh Nagar,2014,Murder,26
Punjab,Shahid Bhagat Singh Nagar,2014,Murder,15
Punjab,Tarn Taran,2014,Murder,35
Rajasthan,Ajmer,2014,Murder,45
Rajasthan,Alwar,2014,Murder,104
Rajasthan,Banswara,2014,Murder,25
Rajasthan,Baran,2014,Murder,34
Rajasthan,Barmer,2014,Murder,38
Rajasthan,Bharatpur,2014,Murder,99
Rajasthan,Bhilwara,2014,Murder,35
Rajasthan,Bikaner,2014,Murder,48
Rajasthan,Bundi,2014,Murder,24
Rajasthan,Chittaurgarh,2014,Murder,33
Rajasthan,Churu,2014,Murder,35
Rajasthan,Dausa,2014,Murder,40
Rajasthan,Dhaulpur,2014,Murder,44
Rajasthan,Dungarpur,2014,Murder,31
Rajasthan,G.R.P.Ajmer,2014,Murder,5
Rajasthan,G.R.P.Jodhpur,2014,Murder,6
Rajasthan,Ganganagar,2014,Murder,43
Rajasthan,Hanumangarh,2014,Murder,67
Rajasthan,Jaipur,2014,Murder,35
Rajasthan,Jaipur,2014,Murder,16
Rajasthan,Jaipur,2014,Murder,63
Rajasthan,Jaipur,2014,Murder,21
Rajasthan,Jaipur,2014,Murder,36
Rajasthan,Jaisalmer,2014,Murder,12
Rajasthan,Jalor,2014,Murder,44
Rajasthan,Jhalawar,2014,Murder,49
Rajasthan,Jhunjhunun,2014,Murder,38
Rajasthan,Jodhpur,2014,Murder,20
Rajasthan,Jodhpur,2014,Murder,28
Rajasthan,Jodhpur,2014,Murder,21
Rajasthan,Karauli,2014,Murder,34
Rajasthan,Kota,2014,Murder,19
Rajasthan,Kota,2014,Murder,19
Rajasthan,Nagaur,2014,Murder,69
Rajasthan,Pali,2014,Murder,52
Rajasthan,Pratapgarh,2014,Murder,39
Rajasthan,Rajsamand,2014,Murder,17
Rajasthan,Sawai Madhopur,2014,Murder,23
Rajasthan,Sikar,2014,Murder,65
Rajasthan,Sirohi,2014,Murder,41
Rajasthan,Tonk,2014,Murder,30
Rajasthan,Udaipur,2014,Murder,90
Sikkim,East Sikkim,2014,Murder,7
Sikkim,North Sikkim,2014,Murder,0
Sikkim,South Sikkim,2014,Murder,2
Sikkim,West Sikkim,2014,Murder,3
Sikkim,CID,2014,Murder,0
Tamil Nadu,Ariyalur,2014,Murder,19
Tamil Nadu,Chennai,2014,Murder,161
Tamil Nadu,Coimbatore,2014,Murder,43
Tamil Nadu,Coimbatore,2014,Murder,21
Tamil Nadu,Cuddalore,2014,Murder,50
Tamil Nadu,Dharmapuri,2014,Murder,43
Tamil Nadu,Dindigul,2014,Murder,61
Tamil Nadu,Erode,2014,Murder,53
Tamil Nadu,Kancheepuram,2014,Murder,66
Tamil Nadu,Kanniyakumari,2014,Murder,41
Tamil Nadu,Karur,2014,Murder,20
Tamil Nadu,Krishnagiri,2014,Murder,59
Tamil Nadu,Madurai,2014,Murder,67
Tamil Nadu,Madurai,2014,Murder,33
Tamil Nadu,Nagappattinam,2014,Murder,36
Tamil Nadu,Namakkal,2014,Murder,35
Tamil Nadu,Nilgiris,2014,Murder,7
Tamil Nadu,Perambalur,2014,Murder,15
Tamil Nadu,Pudukkottai,2014,Murder,34
Tamil Nadu,Ramanathapuram,2014,Murder,45
Tamil Nadu,Railway Chennai,2014,Murder,3
Tamil Nadu,Railway Trichy,2014,Murder,0
Tamil Nadu,Salem,2014,Murder,58
Tamil Nadu,Salem,2014,Murder,36
Tamil Nadu,Sivaganga,2014,Murder,29
Tamil Nadu,Thanjavur,2014,Murder,70
Tamil Nadu,Theni,2014,Murder,47
Tamil Nadu,Thirunelveli,2014,Murder,108
Tamil Nadu,Thirunelveli City,2014,Murder,18
Tamil Nadu,Thiruvallur,2014,Murder,37
